"行政区域代码
更新时间: 2020.1
数据来源: http://www.mca.gov.cn/article/sj/xzqh/2020/2020/202003061536.html"						
序号	名称	区域编码	父级区域编码	区域等级	全称	
area_id	area_name	area_code	area_parentcode	area_level	area_allname	
2957	庄浪县	620825	620800	3	甘肃省/平凉市/庄浪县	
2958	静宁县	620826	620800	3	甘肃省/平凉市/静宁县	
2959	华亭市	620881	620800	3	甘肃省/平凉市/华亭市	
2960	酒泉市	620900	620000	2	甘肃省/酒泉市	
2961	肃州区	620902	620900	3	甘肃省/酒泉市/肃州区	
2962	金塔县	620921	620900	3	甘肃省/酒泉市/金塔县	
2963	瓜州县	620922	620900	3	甘肃省/酒泉市/瓜州县	
2964	肃北蒙古族自治县	620923	620900	3	甘肃省/酒泉市/肃北蒙古族自治县	
2965	阿克塞哈萨克族自治县	620924	620900	3	甘肃省/酒泉市/阿克塞哈萨克族自治县	
2966	玉门市	620981	620900	3	甘肃省/酒泉市/玉门市	
2967	敦煌市	620982	620900	3	甘肃省/酒泉市/敦煌市	
2968	庆阳市	621000	620000	2	甘肃省/庆阳市	
2969	西峰区	621002	621000	3	甘肃省/庆阳市/西峰区	
2970	庆城县	621021	621000	3	甘肃省/庆阳市/庆城县	
2971	环县	621022	621000	3	甘肃省/庆阳市/环县	
2972	华池县	621023	621000	3	甘肃省/庆阳市/华池县	
2973	合水县	621024	621000	3	甘肃省/庆阳市/合水县	
2974	正宁县	621025	621000	3	甘肃省/庆阳市/正宁县	
2975	宁县	621026	621000	3	甘肃省/庆阳市/宁县	
2976	镇原县	621027	621000	3	甘肃省/庆阳市/镇原县	
2977	定西市	621100	620000	2	甘肃省/定西市	
2978	安定区	621102	621100	3	甘肃省/定西市/安定区	
2979	通渭县	621121	621100	3	甘肃省/定西市/通渭县	
2980	陇西县	621122	621100	3	甘肃省/定西市/陇西县	
2981	渭源县	621123	621100	3	甘肃省/定西市/渭源县	
2982	临洮县	621124	621100	3	甘肃省/定西市/临洮县	
2983	漳县	621125	621100	3	甘肃省/定西市/漳县	
2984	岷县	621126	621100	3	甘肃省/定西市/岷县	
2985	陇南市	621200	620000	2	甘肃省/陇南市	
2986	武都区	621202	621200	3	甘肃省/陇南市/武都区	
2987	成县	621221	621200	3	甘肃省/陇南市/成县	
2988	文县	621222	621200	3	甘肃省/陇南市/文县	
2989	宕昌县	621223	621200	3	甘肃省/陇南市/宕昌县	
2990	康县	621224	621200	3	甘肃省/陇南市/康县	
2991	西和县	621225	621200	3	甘肃省/陇南市/西和县	
2992	礼县	621226	621200	3	甘肃省/陇南市/礼县	
2993	徽县	621227	621200	3	甘肃省/陇南市/徽县	
2994	两当县	621228	621200	3	甘肃省/陇南市/两当县	
2995	临夏回族自治州	622900	620000	2	甘肃省/临夏回族自治州	
2996	临夏市	622901	622900	3	甘肃省/临夏回族自治州/临夏市	
2997	临夏县	622921	622900	3	甘肃省/临夏回族自治州/临夏县	
2998	康乐县	622922	622900	3	甘肃省/临夏回族自治州/康乐县	
2999	永靖县	622923	622900	3	甘肃省/临夏回族自治州/永靖县	
3000	广河县	622924	622900	3	甘肃省/临夏回族自治州/广河县	
3001	和政县	622925	622900	3	甘肃省/临夏回族自治州/和政县	
3002	东乡族自治县	622926	622900	3	甘肃省/临夏回族自治州/东乡族自治县	
3003	积石山保安族东乡族撒拉族自治县	622927	622900	3	甘肃省/临夏回族自治州/积石山保安族东乡族撒拉族自治县	
3004	甘南藏族自治州	623000	620000	2	甘肃省/甘南藏族自治州	
3005	合作市	623001	623000	3	甘肃省/甘南藏族自治州/合作市	
3006	临潭县	623021	623000	3	甘肃省/甘南藏族自治州/临潭县	
3007	卓尼县	623022	623000	3	甘肃省/甘南藏族自治州/卓尼县	
3008	舟曲县	623023	623000	3	甘肃省/甘南藏族自治州/舟曲县	
3009	迭部县	623024	623000	3	甘肃省/甘南藏族自治州/迭部县	
3010	玛曲县	623025	623000	3	甘肃省/甘南藏族自治州/玛曲县	
3011	碌曲县	623026	623000	3	甘肃省/甘南藏族自治州/碌曲县	
3012	夏河县	623027	623000	3	甘肃省/甘南藏族自治州/夏河县	
3013	青海省	630000	000000	1	青海省	
3014	西宁市	630100	630000	2	青海省/西宁市	
3015	城东区	630102	630100	3	青海省/西宁市/城东区	
3016	城中区	630103	630100	3	青海省/西宁市/城中区	
3017	城西区	630104	630100	3	青海省/西宁市/城西区	
3018	城北区	630105	630100	3	青海省/西宁市/城北区	
3019	湟中区	630106	630100	3	青海省/西宁市/湟中区	
3020	大通回族土族自治县	630121	630100	3	青海省/西宁市/大通回族土族自治县	
3021	湟源县	630123	630100	3	青海省/西宁市/湟源县	
3022	海东市	630200	630000	2	青海省/海东市	
3023	乐都区	630202	630200	3	青海省/海东市/乐都区	
3024	平安区	630203	630200	3	青海省/海东市/平安区	
3025	民和回族土族自治县	630222	630200	3	青海省/海东市/民和回族土族自治县	
3026	互助土族自治县	630223	630200	3	青海省/海东市/互助土族自治县	
3027	化隆回族自治县	630224	630200	3	青海省/海东市/化隆回族自治县	
3028	循化撒拉族自治县	630225	630200	3	青海省/海东市/循化撒拉族自治县	
3029	海北藏族自治州	632200	630000	2	青海省/海北藏族自治州	
3030	门源回族自治县	632221	632200	3	青海省/海北藏族自治州/门源回族自治县	
3031	祁连县	632222	632200	3	青海省/海北藏族自治州/祁连县	
3032	海晏县	632223	632200	3	青海省/海北藏族自治州/海晏县	
3033	刚察县	632224	632200	3	青海省/海北藏族自治州/刚察县	
3034	黄南藏族自治州	632300	630000	2	青海省/黄南藏族自治州	
3035	同仁县	632321	632300	3	青海省/黄南藏族自治州/同仁县	
3036	尖扎县	632322	632300	3	青海省/黄南藏族自治州/尖扎县	
3037	泽库县	632323	632300	3	青海省/黄南藏族自治州/泽库县	
3038	河南蒙古族自治县	632324	632300	3	青海省/黄南藏族自治州/河南蒙古族自治县	
3039	海南藏族自治州	632500	630000	2	青海省/海南藏族自治州	
3040	共和县	632521	632500	3	青海省/海南藏族自治州/共和县	
3041	同德县	632522	632500	3	青海省/海南藏族自治州/同德县	
3042	贵德县	632523	632500	3	青海省/海南藏族自治州/贵德县	
3043	兴海县	632524	632500	3	青海省/海南藏族自治州/兴海县	
3044	贵南县	632525	632500	3	青海省/海南藏族自治州/贵南县	
3045	果洛藏族自治州	632600	630000	2	青海省/果洛藏族自治州	
3046	玛沁县	632621	632600	3	青海省/果洛藏族自治州/玛沁县	
3047	班玛县	632622	632600	3	青海省/果洛藏族自治州/班玛县	
3048	甘德县	632623	632600	3	青海省/果洛藏族自治州/甘德县	
3049	达日县	632624	632600	3	青海省/果洛藏族自治州/达日县	
3050	久治县	632625	632600	3	青海省/果洛藏族自治州/久治县	
3051	玛多县	632626	632600	3	青海省/果洛藏族自治州/玛多县	
3052	玉树藏族自治州	632700	630000	2	青海省/玉树藏族自治州	
3053	玉树市	632701	632700	3	青海省/玉树藏族自治州/玉树市	
3054	杂多县	632722	632700	3	青海省/玉树藏族自治州/杂多县	
3055	称多县	632723	632700	3	青海省/玉树藏族自治州/称多县	
3056	治多县	632724	632700	3	青海省/玉树藏族自治州/治多县	
3057	囊谦县	632725	632700	3	青海省/玉树藏族自治州/囊谦县	
3058	曲麻莱县	632726	632700	3	青海省/玉树藏族自治州/曲麻莱县	
3059	海西蒙古族藏族自治州	632800	630000	2	青海省/海西蒙古族藏族自治州	
3060	格尔木市	632801	632800	3	青海省/海西蒙古族藏族自治州/格尔木市	
3061	德令哈市	632802	632800	3	青海省/海西蒙古族藏族自治州/德令哈市	
3062	茫崖市	632803	632800	3	青海省/海西蒙古族藏族自治州/茫崖市	
3063	乌兰县	632821	632800	3	青海省/海西蒙古族藏族自治州/乌兰县	
3064	都兰县	632822	632800	3	青海省/海西蒙古族藏族自治州/都兰县	
3065	天峻县	632823	632800	3	青海省/海西蒙古族藏族自治州/天峻县	
3066	宁夏回族自治区	640000	000000	1	宁夏回族自治区	
3067	银川市	640100	640000	2	宁夏回族自治区/银川市	
3068	兴庆区	640104	640100	3	宁夏回族自治区/银川市/兴庆区	
3069	西夏区	640105	640100	3	宁夏回族自治区/银川市/西夏区	
3070	金凤区	640106	640100	3	宁夏回族自治区/银川市/金凤区	
3071	永宁县	640121	640100	3	宁夏回族自治区/银川市/永宁县	
3072	贺兰县	640122	640100	3	宁夏回族自治区/银川市/贺兰县	
3073	灵武市	640181	640100	3	宁夏回族自治区/银川市/灵武市	
3074	石嘴山市	640200	640000	2	宁夏回族自治区/石嘴山市	
3075	大武口区	640202	640200	3	宁夏回族自治区/石嘴山市/大武口区	
3076	惠农区	640205	640200	3	宁夏回族自治区/石嘴山市/惠农区	
3077	平罗县	640221	640200	3	宁夏回族自治区/石嘴山市/平罗县	
3078	吴忠市	640300	640000	2	宁夏回族自治区/吴忠市	
3079	利通区	640302	640300	3	宁夏回族自治区/吴忠市/利通区	
3080	红寺堡区	640303	640300	3	宁夏回族自治区/吴忠市/红寺堡区	
3081	盐池县	640323	640300	3	宁夏回族自治区/吴忠市/盐池县	
3082	同心县	640324	640300	3	宁夏回族自治区/吴忠市/同心县	
3083	青铜峡市	640381	640300	3	宁夏回族自治区/吴忠市/青铜峡市	
3084	固原市	640400	640000	2	宁夏回族自治区/固原市	
3085	原州区	640402	640400	3	宁夏回族自治区/固原市/原州区	
3086	西吉县	640422	640400	3	宁夏回族自治区/固原市/西吉县	
3087	隆德县	640423	640400	3	宁夏回族自治区/固原市/隆德县	
3088	泾源县	640424	640400	3	宁夏回族自治区/固原市/泾源县	
3089	彭阳县	640425	640400	3	宁夏回族自治区/固原市/彭阳县	
3090	中卫市	640500	640000	2	宁夏回族自治区/中卫市	
3091	沙坡头区	640502	640500	3	宁夏回族自治区/中卫市/沙坡头区	
3092	中宁县	640521	640500	3	宁夏回族自治区/中卫市/中宁县	
3093	海原县	640522	640500	3	宁夏回族自治区/中卫市/海原县	
3094	新疆维吾尔自治区	650000	000000	1	新疆维吾尔自治区	
3095	乌鲁木齐市	650100	650000	2	新疆维吾尔自治区/乌鲁木齐市	
3096	天山区	650102	650100	3	新疆维吾尔自治区/乌鲁木齐市/天山区	
3097	沙依巴克区	650103	650100	3	新疆维吾尔自治区/乌鲁木齐市/沙依巴克区	
3098	新市区	650104	650100	3	新疆维吾尔自治区/乌鲁木齐市/新市区	
3099	水磨沟区	650105	650100	3	新疆维吾尔自治区/乌鲁木齐市/水磨沟区	
3100	头屯河区	650106	650100	3	新疆维吾尔自治区/乌鲁木齐市/头屯河区	
3101	达坂城区	650107	650100	3	新疆维吾尔自治区/乌鲁木齐市/达坂城区	
3102	米东区	650109	650100	3	新疆维吾尔自治区/乌鲁木齐市/米东区	
3103	乌鲁木齐县	650121	650100	3	新疆维吾尔自治区/乌鲁木齐市/乌鲁木齐县	
3104	克拉玛依市	650200	650000	2	新疆维吾尔自治区/克拉玛依市	
3105	独山子区	650202	650200	3	新疆维吾尔自治区/克拉玛依市/独山子区	
3106	克拉玛依区	650203	650200	3	新疆维吾尔自治区/克拉玛依市/克拉玛依区	
3107	白碱滩区	650204	650200	3	新疆维吾尔自治区/克拉玛依市/白碱滩区	
3108	乌尔禾区	650205	650200	3	新疆维吾尔自治区/克拉玛依市/乌尔禾区	
3109	吐鲁番市	650400	650000	2	新疆维吾尔自治区/吐鲁番市	
3110	高昌区	650402	650400	3	新疆维吾尔自治区/吐鲁番市/高昌区	
3111	鄯善县	650421	650400	3	新疆维吾尔自治区/吐鲁番市/鄯善县	
3112	托克逊县	650422	650400	3	新疆维吾尔自治区/吐鲁番市/托克逊县	
3113	哈密市	650500	650000	2	新疆维吾尔自治区/哈密市	
3114	伊州区	650502	650500	3	新疆维吾尔自治区/哈密市/伊州区	
3115	巴里坤哈萨克自治县	650521	650500	3	新疆维吾尔自治区/哈密市/巴里坤哈萨克自治县	
3116	伊吾县	650522	650500	3	新疆维吾尔自治区/哈密市/伊吾县	
3117	昌吉回族自治州	652300	650000	2	新疆维吾尔自治区/昌吉回族自治州	
3118	昌吉市	652301	652300	3	新疆维吾尔自治区/昌吉回族自治州/昌吉市	
3119	阜康市	652302	652300	3	新疆维吾尔自治区/昌吉回族自治州/阜康市	
3120	呼图壁县	652323	652300	3	新疆维吾尔自治区/昌吉回族自治州/呼图壁县	
3121	玛纳斯县	652324	652300	3	新疆维吾尔自治区/昌吉回族自治州/玛纳斯县	
3122	奇台县	652325	652300	3	新疆维吾尔自治区/昌吉回族自治州/奇台县	
3123	吉木萨尔县	652327	652300	3	新疆维吾尔自治区/昌吉回族自治州/吉木萨尔县	
3124	木垒哈萨克自治县	652328	652300	3	新疆维吾尔自治区/昌吉回族自治州/木垒哈萨克自治县	
3125	博尔塔拉蒙古自治州	652700	650000	2	新疆维吾尔自治区/博尔塔拉蒙古自治州	
3126	博乐市	652701	652700	3	新疆维吾尔自治区/博尔塔拉蒙古自治州/博乐市	
3127	阿拉山口市	652702	652700	3	新疆维吾尔自治区/博尔塔拉蒙古自治州/阿拉山口市	
3128	精河县	652722	652700	3	新疆维吾尔自治区/博尔塔拉蒙古自治州/精河县	
3129	温泉县	652723	652700	3	新疆维吾尔自治区/博尔塔拉蒙古自治州/温泉县	
3130	巴音郭楞蒙古自治州	652800	650000	2	新疆维吾尔自治区/巴音郭楞蒙古自治州	
3131	库尔勒市	652801	652800	3	新疆维吾尔自治区/巴音郭楞蒙古自治州/库尔勒市	
3132	轮台县	652822	652800	3	新疆维吾尔自治区/巴音郭楞蒙古自治州/轮台县	
3133	尉犁县	652823	652800	3	新疆维吾尔自治区/巴音郭楞蒙古自治州/尉犁县	
3134	若羌县	652824	652800	3	新疆维吾尔自治区/巴音郭楞蒙古自治州/若羌县	
3135	且末县	652825	652800	3	新疆维吾尔自治区/巴音郭楞蒙古自治州/且末县	
3136	焉耆回族自治县	652826	652800	3	新疆维吾尔自治区/巴音郭楞蒙古自治州/焉耆回族自治县	
3137	和静县	652827	652800	3	新疆维吾尔自治区/巴音郭楞蒙古自治州/和静县	
3138	和硕县	652828	652800	3	新疆维吾尔自治区/巴音郭楞蒙古自治州/和硕县	
3139	博湖县	652829	652800	3	新疆维吾尔自治区/巴音郭楞蒙古自治州/博湖县	
3140	阿克苏地区	652900	650000	2	新疆维吾尔自治区/阿克苏地区	
3141	阿克苏市	652901	652900	3	新疆维吾尔自治区/阿克苏地区/阿克苏市	
3142	库车市	652902	652900	3	新疆维吾尔自治区/阿克苏地区/库车市	
3143	温宿县	652922	652900	3	新疆维吾尔自治区/阿克苏地区/温宿县	
3144	沙雅县	652924	652900	3	新疆维吾尔自治区/阿克苏地区/沙雅县	
3145	新和县	652925	652900	3	新疆维吾尔自治区/阿克苏地区/新和县	
3146	拜城县	652926	652900	3	新疆维吾尔自治区/阿克苏地区/拜城县	
3147	乌什县	652927	652900	3	新疆维吾尔自治区/阿克苏地区/乌什县	
3148	阿瓦提县	652928	652900	3	新疆维吾尔自治区/阿克苏地区/阿瓦提县	
3149	柯坪县	652929	652900	3	新疆维吾尔自治区/阿克苏地区/柯坪县	
3150	克孜勒苏柯尔克孜自治州	653000	650000	2	新疆维吾尔自治区/克孜勒苏柯尔克孜自治州	
3151	阿图什市	653001	653000	3	新疆维吾尔自治区/克孜勒苏柯尔克孜自治州/阿图什市	
3152	阿克陶县	653022	653000	3	新疆维吾尔自治区/克孜勒苏柯尔克孜自治州/阿克陶县	
3153	阿合奇县	653023	653000	3	新疆维吾尔自治区/克孜勒苏柯尔克孜自治州/阿合奇县	
3154	乌恰县	653024	653000	3	新疆维吾尔自治区/克孜勒苏柯尔克孜自治州/乌恰县	
3155	喀什地区	653100	650000	2	新疆维吾尔自治区/喀什地区	
3156	喀什市	653101	653100	3	新疆维吾尔自治区/喀什地区/喀什市	
3157	疏附县	653121	653100	3	新疆维吾尔自治区/喀什地区/疏附县	
3158	疏勒县	653122	653100	3	新疆维吾尔自治区/喀什地区/疏勒县	
3159	英吉沙县	653123	653100	3	新疆维吾尔自治区/喀什地区/英吉沙县	
3160	泽普县	653124	653100	3	新疆维吾尔自治区/喀什地区/泽普县	
3161	莎车县	653125	653100	3	新疆维吾尔自治区/喀什地区/莎车县	
3162	叶城县	653126	653100	3	新疆维吾尔自治区/喀什地区/叶城县	
3163	麦盖提县	653127	653100	3	新疆维吾尔自治区/喀什地区/麦盖提县	
3164	岳普湖县	653128	653100	3	新疆维吾尔自治区/喀什地区/岳普湖县	
3165	伽师县	653129	653100	3	新疆维吾尔自治区/喀什地区/伽师县	
3166	巴楚县	653130	653100	3	新疆维吾尔自治区/喀什地区/巴楚县	
3167	塔什库尔干塔吉克自治县	653131	653100	3	新疆维吾尔自治区/喀什地区/塔什库尔干塔吉克自治县	
3168	和田地区	653200	650000	2	新疆维吾尔自治区/和田地区	
3169	和田市	653201	653200	3	新疆维吾尔自治区/和田地区/和田市	
3170	和田县	653221	653200	3	新疆维吾尔自治区/和田地区/和田县	
3171	墨玉县	653222	653200	3	新疆维吾尔自治区/和田地区/墨玉县	
3172	皮山县	653223	653200	3	新疆维吾尔自治区/和田地区/皮山县	
3173	洛浦县	653224	653200	3	新疆维吾尔自治区/和田地区/洛浦县	
3174	策勒县	653225	653200	3	新疆维吾尔自治区/和田地区/策勒县	
3175	于田县	653226	653200	3	新疆维吾尔自治区/和田地区/于田县	
3176	民丰县	653227	653200	3	新疆维吾尔自治区/和田地区/民丰县	
3177	伊犁哈萨克自治州	654000	650000	2	新疆维吾尔自治区/伊犁哈萨克自治州	
3178	伊宁市	654002	654000	3	新疆维吾尔自治区/伊犁哈萨克自治州/伊宁市	
